model	mse_within	mse_cross	mae_within	mae_cross	cls_acc_within	cls_acc_cross	cls_trans_within	cls_trans_cross	majority_acc_within	majority_acc_cross	unc_sep_within	unc_sep_cross	cls_acc_cdf_within	cls_acc_cdf_cross	cls_trans_cdf_within	cls_trans_cdf_cross	n_within	n_cross	config	status	description
EvidentialLSTM	0.011707	0.018959	0.076787	0.109717	0.952275	0.846391	0.524476	0.488731	0.794892	0.791153	0.080126	0.065674	0.951636	0.843970	0.522145	0.454330	6265	4544	{"lambda1":0.25,"stride":7,"n_layers":4}	discard	λ1=0.25+s7+L4: mse_within worse
EvidentialLSTM	0.012486	0.022767	0.078261	0.114935	0.948923	0.822403	0.524476	0.456702	0.794892	0.791153	0.130176	0.132932	0.948125	0.816461	0.517483	0.460261	6265	4544	{"hidden_size":96,"n_layers":4,"stride":7}	discard	h96+L4+s7: mse_within worse
EvidentialLSTM	0.012040	0.020218	0.079992	0.112763	0.949199	0.785462	0.519048	0.500000	0.796474	0.789439	0.103569	0.058068	0.948718	0.785241	0.519048	0.498861	6240	4526	{"window":35,"n_layers":4,"stride":7}	discard	w35+L4+s7: mse_within worse
EvidentialLSTM	0.010834	0.017944	0.073508	0.105016	0.902634	0.808979	0.492405	0.479167	0.745890	0.755942	0.051169	0.076265	0.901836	0.807438	0.491139	0.490530	6265	4544	{"t2_percentile":80,"stride":7,"n_layers":4}	discard	t2p80+L4+s7: cls_trans<0.50
EvidentialLSTM	0.012130	0.027906	0.077375	0.125794	0.946692	0.802167	0.526906	0.443128	0.795704	0.796533	0.121588	0.135692	0.947632	0.797400	0.533632	0.444313	6378	4615	{"warmup":200,"n_layers":4,"stride":7}	discard	w200+L4+s7: mse_within worse + cross guard violated
EvidentialLSTM	0.012511	0.018114	0.077437	0.104535	0.950678	0.852773	0.547786	0.479241	0.794892	0.791153	0.104227	0.088837	0.950678	0.849032	0.547786	0.466192	6265	4544	{"batch_size":96}	discard	bs96: mse_within worse
EvidentialLSTM	0.011335	0.025513	0.075532	0.120363	0.953073	0.818662	0.540793	0.474496	0.794892	0.791153	0.254850	0.355265	0.952913	0.809199	0.545455	0.478055	6265	4544	{"lambda1":0.35,"stride":7,"n_layers":4}	discard	λ1=0.35+L4+s7: cross guard violated
EvidentialLSTM	0.011584	0.023889	0.077062	0.123091	0.916361	0.695643	0.478873	0.492606	0.755626	0.698283	0.067353	0.065023	0.917318	0.695863	0.482003	0.498152	6265	4544	{"sub_window":5,"n_steps":6}	discard	S5: cls_trans<0.50
EvidentialLSTM	0.011460	0.024751	0.076133	0.119266	0.950519	0.819542	0.519814	0.467378	0.794892	0.791153	0.099977	0.114830	0.951157	0.809199	0.524476	0.465006	6265	4544	{"lr":0.0008}	discard	lr8e-4: mse_within worse + cross guard violated
EvidentialLSTM	0.012743	0.022568	0.078919	0.116458	0.949242	0.825924	0.473193	0.462633	0.794892	0.791153	0.139995	0.119831	0.949721	0.815581	0.477855	0.466192	6265	4544	{"lr":0.0012}	discard	lr1.2e-3: mse worse + cls_trans<0.50
EvidentialLSTM	0.010834	0.017944	0.073508	0.105016	0.940942	0.942562	0.556641	0.498795	0.846927	0.942562	0.169646	0.114735	0.939505	0.942562	0.550781	0.498795	6265	4544	{"t1_percentile":20,"stride":7,"n_layers":4}	keep	BEST THRESH: t1p20+s7+L4 same MSE 0.01083, cls_trans=0.557, unc_sep=0.170
EvidentialLSTM	0.010837	0.018720	0.073711	0.105728	0.936951	0.942562	0.517578	0.498795	0.846927	0.942562	0.120874	0.113438	0.936632	0.942562	0.515625	0.498795	6265	4544	{"train_stride":9}	discard	s9: mse_within same, cross worse
EvidentialLSTM	0.011689	0.021423	0.077359	0.113694	0.934717	0.942342	0.484375	0.498795	0.846927	0.942562	0.074060	0.066421	0.934876	0.941901	0.488281	0.498795	6265	4544	{"hidden_size":160}	discard	h160: mse worse + cls_trans<0.50
EvidentialLSTM	0.010834-0.011816																		{"stability_test":true}	info	STABILITY: s42=0.010834 s123=0.011816 s456=0.011419 range=0.000982
EvidentialLSTM	0.011542	0.018489	0.076268	0.106253	0.934557	0.939040	0.509766	0.508434	0.846927	0.942562	0.192980	0.122973	0.934238	0.938160	0.509766	0.508434	6265	4544	{"dropout":0.45}	discard	d0.45: mse worse
EvidentialLSTM	0.011668	0.018268	0.076303	0.107144	0.935674	0.942782	0.527344	0.498795	0.846927	0.942562	0.119456	0.090168	0.935994	0.942782	0.531250	0.498795	6265	4544	{"dropout":0.35}	discard	d0.35: mse worse
EvidentialLSTM	0.012234	0.020946	0.079074	0.116393	0.932482	0.942562	0.490234	0.498795	0.846927	0.942562	0.119572	0.078922	0.932163	0.942562	0.492188	0.498795	6265	4544	{"grad_clip":0.5,"n_layers":4}	discard	gc0.5+L4: mse worse + cls_trans<0.50
EvidentialLSTM	0.011550	0.018960	0.076917	0.109247	0.936754	0.942667	0.505198	0.497525	0.848661	0.942667	0.145857	0.092404	0.937561	0.942444	0.519751	0.497525	6198	4500	{"warmup":350,"n_layers":4,"stride":7}	discard	w350+L4+s7: mse worse
EvidentialLSTM	0.011979	0.027759	0.076737	0.130848	0.935036	0.942782	0.517578	0.498795	0.846927	0.942562	0.200210	0.112316	0.933759	0.942782	0.517578	0.498795	6265	4544	{"weight_decay":0}	discard	wd0: worse on both
EvidentialLSTM	0.010388	0.018129	0.074692	0.107071	0.943974	0.941241	0.520161	0.498824	0.844533	0.941241	0.109902	0.077783	0.944294	0.941241	0.522177	0.498824	6265	4544	{"train_stride":6,"t1_percentile":20,"n_layers":4}	keep	NEW BEST: stride6+t1p20+L4 mse_w=0.01039 mse_c=0.01813
EvidentialLSTM	0.013006	0.024558	0.081094	0.119818	0.932163	0.941901	0.523438	0.498795	0.846927	0.942562	0.153081	0.143083	0.932961	0.941681	0.529297	0.498795	6265	4544	{"train_stride":5,"t1_percentile":20,"n_layers":4}	discard	s5+t1p20+L4: mse worse
EvidentialLSTM	0.012769	0.020356	0.079081	0.114614	0.935674	0.942782	0.513672	0.498789	0.846927	0.942782	0.211368	0.084529	0.933121	0.942782	0.496094	0.498789	6265	4544	{"train_stride":4}	discard	s4: mse worse
EvidentialLSTM	0.012533	0.026176	0.078409	0.126377	0.935355	0.939261	0.520161	0.505882	0.844533	0.941241	0.055590	0.042899	0.935036	0.939040	0.524194	0.508235	6265	4544	{"lambda1":0.2,"stride":6}	discard	λ1=0.2+s6: cross guard violated
EvidentialLSTM	0.012393	0.022520	0.078755	0.118080	0.931045	0.941241	0.510081	0.498824	0.844533	0.941241	0.623861	0.195149	0.932322	0.941241	0.518145	0.498824	6265	4544	{"lambda1":0.35,"stride":6}	discard	λ1=0.35+s6: mse worse + cross guard
EvidentialLSTM	0.010388	0.018129	0.074692	0.107071	0.943974	0.941241	0.520161	0.498824	0.844533	0.941241	0.109902	0.077783	0.944294	0.941241	0.522177	0.498824	6265	4544	{"patience":30}	discard	p30: same checkpoint, no improvement
EvidentialLSTM	0.010557	0.021466	0.073868	0.115456	0.941101	0.941241	0.530242	0.498824	0.844533	0.941241	0.127498	0.071375	0.942698	0.941461	0.544355	0.498824	6265	4544	{"dropout":0.2,"stride":6}	discard	d0.2+s6: mse worse + cross guard
EvidentialLSTM	0.010900	0.019812	0.075104	0.108437	0.940303	0.931558	0.528226	0.505882	0.844533	0.941241	0.173952	0.188423	0.937430	0.854093	0.512097	0.463529	6265	4544	{"hidden_size":64,"n_layers":4,"stride":6}	discard	h64+L4+s6: mse worse
EvidentialLSTM	0.011329	0.020381	0.075632	0.114426	0.934876	0.941241	0.522177	0.498824	0.844533	0.941241	0.185400	0.129950	0.935994	0.941021	0.522177	0.496471	6265	4544	{"n_layers":3,"stride":6}	discard	L3+s6: mse worse
EvidentialLSTM	0.012216	0.021709	0.078533	0.116944	0.948320	0.958215	0.527426	0.503289	0.858751	0.958434	0.177751	0.077838	0.946893	0.957777	0.531646	0.503289	6308	4571	{"warmup":250,"stride":6}	discard	w250+s6: mse worse
EvidentialLSTM	0.011453	0.022871	0.075468	0.119020	0.936652	0.944542	0.516194	0.501266	0.849210	0.944542	0.160372	0.048920	0.934738	0.944542	0.510121	0.501266	6267	4544	{"window":25,"stride":6}	discard	w25+s6: mse worse
EvidentialLSTM	0.011730	0.018443	0.078630	0.106717	0.936361	0.940209	0.443103	0.500000	0.846818	0.940209	0.223736	0.159908	0.934655	0.940062	0.439655	0.500000	9381	6807	{"eval_stride":20}	discard	eval20: cls_trans<0.50
EvidentialLSTM	0.011982	0.018851	0.077557	0.108925	0.938228	0.940801	0.536290	0.494118	0.844533	0.941241	0.194147	0.118278	0.937909	0.940801	0.538306	0.494118	6265	4544	{"weight_decay":5e-6}	discard	wd5e-6: mse worse
EvidentialLSTM	0.011354	0.022380	0.075039	0.116098	0.936472	0.941241	0.497984	0.498824	0.844533	0.941241	0.047854	0.028809	0.935834	0.940581	0.491935	0.498824	6265	4544	{"lambda1":0.1,"stride":6}	discard	λ1=0.1+s6: cls_trans<0.50
EvidentialLSTM	0.011432	0.023097	0.077389	0.118356	0.937271	0.941461	0.526210	0.498824	0.844533	0.941241	0.153028	0.086214	0.936951	0.941461	0.516129	0.498824	6265	4544	{"max_epochs":200}	discard	maxep200: mse worse, different cosine schedule
EvidentialLSTM	0.014123	0.020865	0.085246	0.115729	0.934656	0.942667	0.474120	0.497512	0.848822	0.942889	0.146254	0.076879	0.934334	0.942667	0.480331	0.497512	6198	4500	{"warmup":350,"stride":6}	discard	w350+s6: much worse
EvidentialLSTM	0.011438	0.023490	0.077644	0.120886	0.933919	0.940581	0.516129	0.491765	0.844533	0.941241	0.203915	0.084702	0.934397	0.940801	0.516129	0.494118	6265	4544	{"lr":9e-4}	discard	lr9e-4: mse worse + cross guard
EvidentialLSTM	0.011719	0.018158	0.078765	0.105421	0.935515	0.941461	0.514113	0.498824	0.844533	0.941241	0.170463	0.103652	0.934717	0.941461	0.516129	0.498824	6265	4544	{"hidden_size":192,"n_layers":3}	discard	h192+L3+s6: mse worse
EvidentialLSTM	0.010672	0.025339	0.075812	0.123978	0.943017	0.941241	0.524194	0.498824	0.844533	0.941241	0.109989	0.056871	0.943655	0.941241	0.520161	0.498824	6265	4544	{"lambda1":0.25,"stride":6}	discard	λ1=0.25+s6+L4: mse worse + cross guard
EvidentialLSTM	0.011674	0.017573	0.076524	0.103519	0.934078	0.941021	0.530242	0.501176	0.844533	0.941241	0.171887	0.178245	0.934557	0.941021	0.534274	0.501176	6265	4544	{"grad_clip":2.0,"stride":6}	discard	gc2.0+s6: mse worse but best cross 0.01757
EvidentialLSTM	0.012651	0.025308	0.079839	0.120596	0.933121	0.932438	0.504032	0.494118	0.844533	0.941241	0.287954	0.260171	0.932801	0.929137	0.506048	0.498824	6265	4544	{"batch_size":32,"stride":6}	discard	bs32+s6: mse worse
EvidentialLSTM	0.011975	0.027440	0.076746	0.126310	0.930407	0.842430	0.514113	0.411765	0.844533	0.941241	0.188348	0.305751	0.931684	0.838248	0.528226	0.409412	6265	4544	{"n_layers":5,"stride":6}	discard	L5+s6: mse worse
EvidentialLSTM	0.010641	0.018792	0.072752	0.109301	0.943017	0.941021	0.532258	0.496471	0.844533	0.941241	0.142673	0.072653	0.938547	0.941021	0.512097	0.496471	6265	4544	{"lr":1.1e-3,"stride":6}	discard	lr1.1e-3+s6: mse worse
EvidentialLSTM	0.011788	0.025083	0.077260	0.123662	0.933078	0.941965	0.551859	0.500000	0.844487	0.941965	0.148699	0.066643	0.932919	0.941965	0.551859	0.500000	6276	4549	{"warmup":275}	discard	w275: mse worse
EvidentialLSTM	0.011050	0.025055	0.075203	0.119928	0.928480	0.958011	0.554604	0.500000	0.859205	0.958453	0.193074	0.116490	0.928319	0.957790	0.546039	0.500000	6236	4525	{"window":40,"stride":6}	discard	w40+s6: cross guard violated
EvidentialLSTM	0.010388	0.018129	0.074692	0.107071	0.951476	0.818222	0.462617	0.498208	0.800958	0.818222	0.106937	0.084401	0.952115	0.827905	0.471963	0.485066	6265	4544	{"t1_percentile":25,"stride":6}	discard	t1p25+s6: same MSE but cls_trans<0.50
EvidentialLSTM	0.010388	0.018129	0.074692	0.107071	0.949561	0.962148	0.514894	0.496377	0.857941	0.962148	0.102337	0.064741	0.949721	0.962148	0.517021	0.496377	6265	4544	{"t1_percentile":15}	discard	t1p15: same MSE, slightly worse unc_sep than t1p20
EvidentialLSTM	0.012469	0.026351	0.078848	0.128423	0.933280	0.941021	0.536290	0.498824	0.844533	0.941241	0.189766	0.091913	0.933440	0.941021	0.532258	0.498824	6265	4544	{"batch_size":128,"stride":6}	discard	bs128+s6: mse worse
EvidentialLSTM	0.010823	0.019419	0.074976	0.109994	0.941899	0.941461	0.524194	0.498824	0.844533	0.941241	0.115209	0.086284	0.938069	0.941461	0.500000	0.498824	6265	4544	{"grad_clip":1.5,"stride":6}	discard	gc1.5+s6: mse worse
EvidentialLSTM	0.011599	0.018847	0.077892	0.109972	0.938707	0.941241	0.497984	0.498824	0.844533	0.941241	0.122248	0.081368	0.936951	0.941241	0.493952	0.498824	6265	4544	{"weight_decay":2e-5}	discard	wd2e-5: mse worse + cls_trans<0.50
EvidentialLSTM	0.010503	0.018129	0.074587	0.107071	0.950384	0.941241	0.524631	0.498824	0.859026	0.941241	0.110316	0.077783	0.950934	0.941241	0.527094	0.498824	5462	4544	{"earlystop_fraction":0.65}	discard	es_frac=0.65: different eval set, mse_within slightly worse
EvidentialLSTM	0.013302	0.030607	0.080829	0.133411	0.935674	0.805898	0.524194	0.458824	0.844533	0.941241	0.119324	0.107286	0.935515	0.799516	0.524194	0.451765	6265	4544	{"lambda1":0.28}	discard	λ1=0.28: much worse
EvidentialLSTM	0.011798	0.021053	0.078457	0.113797	0.935834	0.941461	0.530242	0.498824	0.844533	0.941241	0.314289	0.165677	0.935994	0.941021	0.532258	0.498824	6265	4544	{"lambda1":0.32}	discard	λ1=0.32: mse worse
EvidentialLSTM	0.011480	0.021154	0.075874	0.112673	0.933142	0.927833	0.551601	0.496109	0.836285	0.927613	0.137468	0.088439	0.933940	0.927833	0.562278	0.496109	6267	4545	{"horizon":24}	discard	H24: mse worse
EvidentialLSTM	0.011879	0.019978	0.079369	0.114080	0.940545	0.945414	0.492239	0.500000	0.847276	0.945414	0.245458	0.081734	0.939583	0.945414	0.494457	0.500000	6240	4525	{"horizon":36}	discard	H36: mse worse + cls_trans<0.50
EvidentialLSTM	0.011066	0.020115	0.077108	0.113421	0.929312	0.959287	0.542670	0.496622	0.859263	0.959287	0.147766	0.065836	0.929951	0.959287	0.547046	0.496622	6267	4544	{"window":28}	discard	w28: mse worse + cross guard
EvidentialLSTM	0.012860	0.023181	0.082079	0.118467	0.936792	0.932218	0.528226	0.508235	0.844533	0.941241	0.179685	0.140769	0.935196	0.925176	0.524194	0.531765	6265	4544	{"weight_decay":3e-5}	discard	wd3e-5: mse worse
EvidentialLSTM	0.011950	0.020816	0.074823	0.111101	0.935427	0.940800	0.504798	0.497585	0.845858	0.941021	0.157967	0.123799	0.934626	0.940800	0.502879	0.497585	6241	4527	{"window":32}	discard	w32: mse worse
EvidentialLSTM	0.011400	0.022019	0.076006	0.113499	0.936792	0.849472	0.520161	0.442353	0.844533	0.941241	0.121457	0.110166	0.936472	0.845070	0.508065	0.447059	6265	4544	{"features":"deploy_safe_73"}	discard	deploy_safe_73: mse_w=0.01140 (worse than 0.01039), cross guard violated
EvidentialLSTM	0.011506	0.020408	0.074795	0.112518	0.935674	0.941241	0.526210	0.498824	0.844533	0.941241	0.265074	0.119272	0.934876	0.941241	0.522177	0.498824	6265	4544	{"features":"nano_safe_69"}	discard	nano_safe_69: mse_w=0.01151 (worse), cross=0.02041 (13% worse, guard)
EvidentialLSTM	0.016270	0.025101	0.094185	0.128178	0.932163	0.940141	0.483871	0.503529	0.844533	0.941241	0.173848	0.069233	0.933919	0.940141	0.495968	0.503529	6265	4544	{"features":"spatial_temporal_69"}	discard	spatial_temporal_69: mse_w=0.01627 much worse, cls_trans<0.50
EvidentialLSTM	0.011518	0.018612	0.077966	0.107564	0.936908	0.937109	0.471119	0.501018	0.845805	0.937293	0.221666	0.164137	0.934240	0.936925	0.472924	0.501018	7497	5438	{"eval_stride":25}	discard	eval25: cls_trans<0.50
EvidentialLSTM	0.012182	0.022586	0.077879	0.120308	0.942064	0.944039	0.530612	0.497462	0.849302	0.944481	0.137807	0.077976	0.939817	0.944039	0.518367	0.497462	6231	4521	{"warmup":325}	discard	w325: mse worse
EvidentialLSTM	0.012209	0.020709	0.077901	0.114300	0.935994	0.940361	0.544355	0.501176	0.844533	0.941241	0.169103	0.102518	0.935674	0.940141	0.548387	0.501176	6265	4544	{"hidden_size":100}	discard	h100+L4+s6: mse worse
EvidentialLSTM	0.010388	0.018129	0.074692	0.107071	0.949880	0.945863	0.521940	0.500000	0.850599	0.945863	0.123408	0.083351	0.950519	0.945863	0.524249	0.500000	6265	4544	{"t2_percentile":90}	keep	t2p90: same MSE, unc_sep=+0.123 (better), cls_trans=0.522
EvidentialLSTM	0.010417	0.018420	0.074189	0.108167	0.943496	0.941461	0.520161	0.498824	0.844533	0.941241	0.056999	0.042618	0.943655	0.941461	0.514113	0.498824	6265	4544	{"lambda1":0.15,"stride":6}	discard	λ1=0.15+s6: mse not improved (0.01042 vs 0.01039)
EvidentialLSTM	0.010948	0.016940	0.074630	0.102249	0.929014	0.958259	0.534783	0.501684	0.859171	0.958259	0.164797	0.104415	0.929014	0.958259	0.552174	0.501684	6128	4456	{"warmup":400,"stride":6,"n_layers":4}	discard	w400+L4+s6: mse_w worse (0.01095 vs 0.01039), BEST cross 0.01694
EvidentialLSTM	0.010948	0.016940	0.074630	0.102249	0.929014	0.958259	0.534783	0.501684	0.859171	0.958259	0.164797	0.104415	0.929014	0.958259	0.552174	0.501684	6128	4456	{"warmup":400,"stride":6,"n_layers":4}	discard	w400+L4+s6: mse_w worse, best cross ever 0.01694
EvidentialLSTM	0.012012	0.018126	0.079094	0.107227	0.934238	0.941461	0.524194	0.498824	0.844533	0.941241	0.235096	0.101655	0.934078	0.941461	0.526210	0.498824	6265	4544	{"grad_clip":0.7}	discard	gc0.7+s6+L4: mse worse
EvidentialLSTM	0.012012	0.018126	0.079094	0.107227	0.934238	0.941461	0.524194	0.498824	0.844533	0.941241	0.235096	0.101655	0.934078	0.941461	0.526210	0.498824	6265	4544	{"grad_clip":0.7}	discard	gc0.7+L4+s6: mse worse
EvidentialLSTM	0.010382	0.021793	0.072527	0.113504	0.942059	0.941241	0.526210	0.498824	0.844533	0.941241	0.144757	0.100768	0.938069	0.941241	0.518145	0.498824	6265	4544	{"grad_clip":0.8}	discard	gc0.8: mse_w=0.01038 BEST ever but cross 20% worse (guard)
EvidentialLSTM	0.010382	0.021793	0.072527	0.113504	0.942059	0.941241	0.526210	0.498824	0.844533	0.941241	0.144757	0.100768	0.938069	0.941241	0.518145	0.498824	6265	4544	{"grad_clip":0.8}	discard	gc0.8: mse_w=0.01038 BEST EVER but cross 20% worse (guard)
EvidentialLSTM	0.011681	0.017773	0.078377	0.103801	0.935196	0.941241	0.506048	0.496471	0.844533	0.941241	0.204256	0.130214	0.935036	0.941461	0.508065	0.498824	6265	4544	{"grad_clip":0.9}	discard	gc0.9: mse worse
EvidentialLSTM	0.011659	0.028865	0.087070	0.140257	0.941068	0.715449	0.496599	0.483043	0.941068	0.568442	0.000687	-0.009274	0.941068	0.710167	0.496599	0.491292	2172	4544	{"single_cam":"Eastgate","features":"SPATIAL_65"}	info	single_cam_spatial65: mse_w=0.01166 mse_c=0.02887
EvidentialLSTM	0.011228	0.050471	0.085075	0.184594	0.941068	0.568442	0.496599	0.498625	0.941068	0.568442	-0.001444	0.051503	0.941068	0.568662	0.496599	0.498625	2172	4544	{"single_cam":"Eastgate","features":"spatial_temporal_69"}	info	single_cam_spatial_temporal69: mse_w=0.01123 mse_c=0.05047
EvidentialLSTM	0.011827	0.037898	0.087736	0.158860	0.941068	0.568442	0.496599	0.498625	0.941068	0.568442	-0.000767	0.039210	0.941068	0.568662	0.496599	0.498625	2172	4544	{"single_cam":"Eastgate","features":"ALL_75"}	info	single_cam_all75: mse_w=0.01183 mse_c=0.03790
EvidentialLSTM	0.011793	0.027827	0.076401	0.124715	0.935834	0.839129	0.550403	0.503529	0.844533	0.941241	0.145645	0.167719	0.934397	0.817342	0.544355	0.494118	6265	4544	{"dropout":0.3,"stride":6,"n_layers":4}	discard	d0.3+L4+s6: mse worse + cross guard
EvidentialLSTM	0.010912	0.017905	0.075684	0.104920	0.939346	0.941241	0.508065	0.498824	0.844533	0.941241	0.183617	0.097008	0.938547	0.941241	0.510081	0.498824	6265	4544	{"dropout":0.5,"stride":6,"n_layers":4}	discard	d0.5+L4+s6: mse worse (0.01091 vs 0.01039), good cross
EvidentialLSTM	0.011607	0.019020	0.075799	0.109796	0.935674	0.941241	0.487903	0.498824	0.844533	0.941241	0.130543	0.061435	0.935196	0.941241	0.487903	0.498824	6265	4544	{"hidden_size":64,"n_layers":5,"stride":6}	discard	h64+L5+s6: mse worse + cls_trans<0.50
EvidentialLSTM	0.012840	0.024519	0.079446	0.121712	0.933678	0.942795	0.491968	0.498783	0.848228	0.943012	0.265889	0.083060	0.934305	0.943012	0.487952	0.501217	6378	4615	{"warmup":200,"stride":6,"n_layers":4}	discard	w200+L4+s6: mse worse + cls_trans<0.50
EvidentialLSTM	0.011204	0.018104	0.076355	0.107269	0.936313	0.941241	0.481855	0.498824	0.844533	0.941241	0.195190	0.121459	0.936472	0.941241	0.487903	0.498824	6265	4544	{"lr":0.002,"stride":6}	discard	lr2e-3+L4+s6: cls_trans<0.50
EvidentialLSTM	0.010672	0.025339	0.075812	0.123978	0.949242	0.945863	0.524249	0.500000	0.850599	0.945863	0.124222	0.060795	0.949561	0.945863	0.519630	0.500000	6265	4544	{"lambda1":0.25,"t2_percentile":90}	discard	t2p90+λ0.25: cross guard violated
EvidentialLSTM	0.012428	0.023500	0.079703	0.121205	0.934717	0.940801	0.536290	0.498824	0.844533	0.941241	0.098956	0.066636	0.933919	0.940801	0.528226	0.498824	6265	4544	{"weight_decay":0,"lambda1":0.25}	discard	wd0+λ0.25: mse worse
EvidentialLSTM	0.011825	0.018549	0.076491	0.107745	0.934717	0.942342	0.511719	0.498801	0.846608	0.942342	0.083165	0.045446	0.933759	0.942342	0.505859	0.498801	6265	4544	{"train_stride":3}	discard	s3: mse worse (too much overlap)
EvidentialLSTM	0.011958	0.018178	0.078302	0.107181	0.936951	0.941461	0.502016	0.501176	0.844533	0.941241	0.147791	0.107424	0.937111	0.941241	0.504032	0.498824	6265	4544	{"batch_size":48,"stride":6}	discard	bs48+L4+s6: mse worse
EvidentialLSTM	0.011480	0.020298	0.076563	0.113486	0.933599	0.941461	0.512097	0.498824	0.844533	0.941241	0.131605	0.080193	0.934397	0.941461	0.522177	0.498824	6265	4544	{"lr":5e-4,"stride":6}	discard	lr5e-4+L4+s6: mse worse
EvidentialLSTM	0.011372	0.026221	0.075322	0.124211	0.939665	0.835167	0.538306	0.470588	0.844533	0.941241	0.111857	0.128129	0.939824	0.827685	0.536290	0.477647	6265	4544	{"lambda1":0.25,"n_layers":3,"stride":6}	discard	λ0.25+L3+s6: mse worse
EvidentialLSTM	0.011505	0.029487	0.076895	0.134935	0.949158	0.954475	0.520697	0.516779	0.860305	0.959779	0.172666	0.111192	0.944988	0.951160	0.498911	0.523490	6235	4525	{"window":45}	discard	w45: mse worse + cross guard
EvidentialLSTM	0.011243	0.021577	0.073814	0.114073	0.932115	0.958483	0.510870	0.501684	0.859171	0.958259	0.106200	0.059960	0.930809	0.958483	0.510870	0.501684	6128	4456	{"grad_clip":0.8,"warmup":400}	discard	gc0.8+w400: mse worse + cross guard
